"Phylostratum"	"GeneID"	"0d"	"1d"	"1.5d"	"2d"	"2.5d"	"3d"	"3.5d"
1	"at1g01010"	18.6961563662285	19.2105982696227	18.8087049861209	19.2517655277726	19.5906720754532	19.2831855057889	19.3266482164553
1	"at1g01020"	69.945086201232	69.4500194693023	67.4779391540618	68.2772045401127	68.8704569378888	67.6436299721262	67.0656819593156
1	"at1g01040"	95.8065064371528	94.6059201887331	94.8623100812106	95.2313586601025	91.6877846586503	92.1133750822808	90.4640832545931
1	"at1g01050"	114.515897213076	113.038000115704	112.347616055956	111.796414016991	109.248876078016	109.423210763054	109.129210308789
2	"at1g01060"	42.9515816827941	45.5337746310746	42.9467352733385	48.6869653340425	42.0825229525701	43.0815926317584	45.252214277313
1	"at1g01090"	67.3829834910379	70.4319184884166	71.3335221281982	70.2947645547497	70.4734182447005	70.7174206660157	73.6921764558679
1	"at1g01100"	154.76907767862	157.835368865391	156.454162694627	156.183668184494	154.379855627714	152.850930976008	152.379031204655
6	"at1g01110"	72.896572007186	72.113792403372	74.6189514302727	75.013171183567	75.0953577017476	74.6108127194826	73.5461687408281
1	"at1g01120"	124.066143783695	125.352764653131	125.413555453207	127.357472644356	125.23069401225	127.395509386183	129.267077582588
1	"at1g01140"	83.5679253115139	81.7567221202177	80.3004562800167	78.6039839207074	76.6153843542002	75.500466927676	74.4857581137121
2	"at1g01160"	97.8677016149686	96.7941728898217	97.1126811636702	99.2853954498781	96.8942971717511	95.5870176666813	95.9044804458401
1	"at1g01190"	8.7529175370708	8.99203919130933	8.97472100779143	8.98061834679959	8.7503772734032	8.78627894988481	8.72468293627324
1	"at1g01200"	17.8990649932614	18.1039081768098	17.0901017130043	17.3469744078768	16.3960850223419	16.7057199611693	16.4296470329002
1	"at1g01220"	48.3235235292535	50.7244973785518	51.6869765890824	51.0292735510916	48.9713217951418	49.5930090247352	50.8362368671361
1	"at1g01230"	37.57919659539	38.3616088106242	37.403508542536	38.4379146060113	38.4320215399404	38.1244645919315	37.1265035504667
7	"at1g01240"	70.7809658240467	68.3064773756585	68.8567407436627	66.2628866379452	66.9853554094221	65.1584166234774	65.341717098316
1	"at1g01250"	24.3128378110676	24.9829435614218	23.7352433757357	23.9282344313809	24.0964863138738	23.913453843139	24.3772501791318
6	"at1g01260"	50.0964521866245	51.6881829182091	52.2855088061556	51.402165700907	50.1483720021603	51.1060877856735	51.5219235128451
1	"at1g01280"	31.0010419586639	31.4640750449783	30.3007698426241	30.4333034785361	31.2829011424176	30.7516964300939	30.1796334590877
1	"at1g01290"	35.7443095688294	36.272746919221	35.7589461989464	36.0302372455633	35.4902519620133	35.0722268120527	34.8017716815338
1	"at1g01300"	57.6026830976087	56.9064089229206	56.3315193991787	55.6450351394456	55.0758852717674	55.6892139221552	55.7497952996013
1	"at1g01320"	31.7173390546017	31.4252745372589	32.4394936280166	32.0388544528565	32.5250515831041	33.061110309233	33.0851763217674
1	"at1g01340"	10.5141273509184	10.4989685694194	10.5864267493017	10.7007590425543	10.3477249361926	10.6096250171008	10.7426895055428
6	"at1g01360"	49.2744152423142	48.9825720579931	49.6895112505455	48.6674739877264	49.4466930177584	48.7887422585561	48.4191218847327
1	"at1g01370"	65.8694556100241	65.7833442926214	67.1102210361438	67.1974763961938	65.7703318849335	66.1482563962684	65.8159665128678
1	"at1g01380"	8.35951043023849	8.37238904563468	8.52167168518481	8.52871117253502	8.34094513620159	8.4898897098404	8.54112233103673
1	"at1g01390"	8.47070597835208	8.59822935369104	8.58098425508916	8.5415306292194	8.55208066786488	8.4501772081817	8.41658165406801
12	"at1g01410"	7.47440583975559	7.67853379497147	7.2386999432169	7.49548334219741	8.0561559220733	7.43698696923399	7.7198547487728
1	"at1g01420"	11.4262603770132	10.902392670862	11.345998163615	11.1264947625088	11.0098481422056	11.1147990080745	10.7917515710281
1	"at1g01430"	40.8403426816116	39.5135156057113	39.2320682632809	39.701804094491	40.5950115814117	41.5492695300263	41.6652264256683
1	"at1g01460"	15.5379798408139	15.0471164458585	15.0811460443373	15.2141121083432	15.4894991415591	15.6547284694688	15.6377125296206
1	"at1g01470"	14.1669819013012	14.0814568607608	14.0660306848068	14.3200691129837	14.0612550498538	14.230411739803	13.3677510268175
